ex55691|f 2:1 4:2 8:3 16:2 18:4 24:4 35:1 42:2 48:1 57:2 60:9 62:1 66:1 68:1 71:2 89:1 90:1 92:3 
ex55692|f 7:2 14:2 16:1 17:1 19:1 24:12 25:1 32:1 33:2 38:4 39:3 40:1 41:1 44:1 50:1 57:1 58:1 62:6 63:1 67:6 69:43 70:1 72:1 73:3 74:1 75:1 76:9 79:1 83:2 88:1 89:1 90:5 
ex55693|f 16:1 18:1 25:1 35:1 39:1 43:3 60:1 70:2 80:1 85:10 86:1 
ex55694|f 25:4 48:2 53:1 56:1 88:1 
ex55695|f 3:5 4:6 11:11 16:1 18:1 24:9 26:3 27:2 28:2 31:1 32:1 34:1 40:1 44:1 46:3 54:11 58:7 61:1 67:1 78:1 80:2 92:1 
ex55696|f 14:2 15:4 25:2 33:2 40:3 52:1 71:1 72:2 85:4 86:1 88:1 
ex55697|f 8:1 14:6 15:21 16:1 24:1 25:2 33:1 38:1 40:3 48:1 54:1 59:1 67:1 72:3 75:1 79:1 86:1 
ex55698|f 13:1 14:10 15:1 16:7 18:1 22:3 33:1 40:8 44:2 46:1 53:1 54:7 59:1 64:2 66:3 70:3 88:1 
ex55699|f 4:1 14:2 16:4 22:1 25:2 29:2 40:7 42:2 54:2 62:3 66:2 86:1 92:1 
ex55700|f 14:1 16:2 24:1 25:3 32:1 33:2 34:1 40:9 43:2 46:1 48:15 60:1 62:1 67:6 86:1 87:1 
ex55701|f 8:1 22:1 33:1 34:18 59:1 72:1 80:1 
ex55702|f 9:8 24:4 25:1 32:4 37:2 62:1 64:2 67:3 74:4 86:1 90:2 
ex55703|f 8:2 18:1 24:5 26:1 48:1 57:1 62:2 63:1 64:1 67:2 69:1 71:1 83:12 91:1 
ex55704|f 1:3 2:10 3:1 11:9 12:1 13:2 16:3 18:1 19:1 22:2 25:1 27:2 28:1 29:2 30:1 31:1 32:1 35:2 37:1 38:1 44:2 48:3 49:6 52:1 54:19 55:4 58:2 65:4 66:6 67:1 69:1 70:1 71:2 75:1 76:1 82:1 87:1 90:18 92:1 
ex55705|f 4:1 8:1 13:1 16:3 18:2 22:4 25:1 29:2 33:1 34:1 36:3 40:1 44:1 49:2 54:10 62:4 64:1 66:2 71:4 72:2 74:2 80:1 92:1 
ex55706|f 15:7 24:1 48:1 72:3 86:1 88:1 
ex55707|f 1:1 3:1 4:2 7:9 9:1 10:1 13:1 14:2 17:4 19:8 20:5 22:1 24:17 25:1 30:1 31:2 32:1 33:1 35:1 38:1 39:6 41:1 44:3 48:4 49:1 50:1 54:4 55:5 58:2 64:1 66:1 67:13 69:50 70:5 72:1 74:1 75:4 76:3 78:2 80:1 81:1 83:2 87:1 88:2 90:3 91:1 92:1 
ex55708|f 8:1 11:1 14:3 16:9 22:1 25:5 33:2 35:1 40:20 44:1 50:1 53:1 54:1 62:1 88:2 
ex55709|f 4:3 11:5 15:2 18:1 19:1 22:1 31:1 39:1 46:1 54:2 55:1 61:2 65:1 66:1 67:1 69:2 80:1 82:1 85:1 91:1 92:1 
ex55710|f 14:3 22:1 25:1 32:1 33:3 48:1 64:1 67:1 70:1 72:1 85:1 86:1 88:1 
ex55711|f 15:24 16:3 20:1 24:1 25:3 40:3 62:4 67:1 68:1 71:1 72:10 73:1 85:1 86:2 
ex55712|f 1:1 3:1 8:1 9:1 15:1 16:3 24:1 25:2 26:1 28:1 35:1 40:1 42:21 44:2 48:3 49:1 54:1 59:1 62:1 67:1 86:4 92:1 
ex55713|f 3:1 14:4 16:4 25:3 40:1 42:1 53:1 54:1 66:1 86:1 88:1 92:1 
ex55714|f 9:1 14:2 16:2 24:1 33:4 40:3 48:1 67:1 70:1 72:7 
ex55715|f 2:1 3:1 11:10 13:1 14:1 16:1 22:1 24:1 26:6 27:1 35:2 42:1 46:1 48:1 53:1 54:3 58:1 62:1 68:1 80:1 
ex55716|f 14:3 15:1 20:1 25:7 27:1 33:2 67:2 86:2 88:3 
ex55717|f 1:27 4:2 6:1 7:20 8:1 10:1 11:1 14:4 15:1 16:7 17:2 18:7 19:1 20:11 22:2 24:18 25:5 29:15 31:1 32:3 36:8 37:1 38:1 40:4 43:1 44:5 46:2 47:2 48:4 49:1 53:4 54:6 55:2 57:1 59:1 60:2 62:2 64:1 65:5 66:4 67:16 69:1 70:8 73:1 74:11 76:23 78:36 80:3 83:3 84:1 86:2 89:1 90:1 91:2 
ex55718|f 22:1 24:4 25:1 26:1 34:1 42:1 46:1 54:3 57:1 60:8 67:3 75:1 78:1 
ex55719|f 1:1 2:3 3:1 4:1 7:3 8:4 11:6 13:2 14:1 16:4 17:3 19:86 20:1 22:1 23:3 24:32 32:7 35:1 37:3 38:15 41:1 44:3 48:4 50:5 52:1 54:2 56:1 58:26 59:1 62:1 66:1 67:6 69:24 72:1 73:7 74:1 75:2 76:11 86:2 88:1 90:47 91:1 
ex55720|f 4:3 8:2 11:1 12:1 13:1 14:1 16:1 17:2 24:2 25:5 28:2 29:1 32:6 35:1 36:1 39:4 44:1 45:1 46:2 48:2 50:1 51:2 52:2 53:2 54:3 55:2 59:5 60:1 62:1 63:1 64:1 66:2 67:11 70:1 73:3 74:3 75:1 76:4 77:1 79:1 80:2 81:2 86:4 87:1 88:1 89:2 
ex55721|f 11:1 14:4 24:1 25:16 34:1 36:2 40:1 42:1 48:10 53:1 54:1 60:1 67:2 70:3 86:2 
ex55722|f 2:13 4:1 7:1 12:1 13:2 16:3 18:2 19:1 20:3 24:2 25:1 29:1 32:1 35:8 38:15 39:1 40:1 41:4 44:1 48:1 49:1 53:3 54:2 55:2 56:1 57:3 58:24 60:1 62:3 63:2 64:2 66:1 67:1 69:13 70:1 72:1 80:7 85:2 86:1 87:2 89:3 90:17 
ex55723|f 2:1 3:1 11:2 24:1 30:1 32:1 38:2 41:2 46:1 48:2 54:1 55:1 57:3 58:2 66:3 67:3 69:5 73:9 75:18 76:2 83:1 89:1 90:21 
ex55724|f 13:2 14:12 15:1 16:3 18:3 21:1 22:2 25:2 40:7 42:1 48:7 49:1 54:2 67:2 70:1 77:1 88:2 92:1 
ex55725|f 11:1 14:6 15:1 25:1 33:2 40:1 41:1 48:3 53:1 67:4 71:1 86:1 
ex55726|f 8:1 11:1 14:14 15:1 16:2 22:1 25:13 33:3 36:1 38:1 42:3 48:7 54:2 60:1 64:2 66:1 67:1 70:2 71:1 86:3 88:1 
ex55727|f 2:1 5:1 8:1 9:1 10:4 11:1 18:1 20:1 22:2 25:2 29:1 34:1 41:1 42:18 44:2 48:1 49:1 54:2 55:5 60:5 62:2 63:1 65:1 70:1 71:4 75:2 79:1 80:1 81:2 86:1 91:1 92:1 
ex55728|f 1:1 8:1 10:6 12:1 17:2 18:1 22:3 24:18 25:2 30:2 31:1 32:6 34:1 39:2 47:5 58:1 60:1 62:2 64:3 67:14 68:4 69:1 70:2 71:26 75:2 78:2 79:2 81:1 86:2 89:1 
ex55729|f 11:7 24:1 30:1 61:1 88:1 
ex55730|f 9:14 24:4 25:2 27:3 32:7 48:8 64:18 67:5 71:1 73:2 85:1 86:2 
ex55731|f 9:20 14:1 15:2 24:2 25:1 32:6 48:3 52:2 64:17 67:7 71:1 73:2 88:1 
ex55732|f 8:1 15:1 16:2 21:1 24:3 33:1 34:8 37:1 39:1 43:1 48:5 62:2 67:5 69:1 87:1 91:1 
ex55733|f 3:10 4:10 9:1 10:1 11:16 15:1 16:3 19:1 20:1 21:1 24:8 27:7 35:1 38:2 46:4 54:4 56:1 58:5 61:1 67:2 80:6 86:1 89:2 90:1 
ex55734|f 8:1 9:3 11:2 23:1 24:10 25:2 30:1 36:2 37:1 38:1 41:1 48:4 64:2 66:1 67:4 73:1 75:22 86:2 88:2 90:1 
ex55735|f 9:1 14:2 20:1 22:1 24:1 25:1 44:1 53:1 64:1 73:1 75:1 85:1 86:8 87:1 88:8 
ex55736|f 1:1 3:3 4:3 13:1 21:1 26:5 27:1 28:1 35:2 44:1 46:2 48:2 49:1 53:1 54:7 57:1 58:1 61:1 66:1 67:1 69:1 75:1 83:1 92:1 
ex55737|f 8:1 14:7 21:1 25:4 26:1 33:2 40:1 42:1 86:2 88:4 
ex55738|f 11:3 24:1 35:1 42:1 48:2 52:1 56:5 60:7 64:1 67:1 
ex55739|f 10:5 14:2 16:1 20:1 23:1 24:2 25:3 32:1 38:1 40:3 48:1 50:3 53:1 54:1 55:1 67:3 85:2 86:17 87:2 88:12 
ex55740|f 24:2 34:1 48:1 
ex55741|f 1:10 16:2 20:1 22:1 25:3 29:1 32:1 40:1 41:1 42:7 48:2 53:1 54:4 55:2 56:1 60:1 62:1 63:1 66:1 67:4 70:2 76:1 79:11 86:4 90:1 92:1 
ex55742|f 1:1 14:2 24:2 25:5 33:1 40:5 48:1 62:1 69:1 92:1 
ex55743|f 4:1 8:1 16:2 18:1 20:1 24:6 29:1 31:1 35:1 36:1 38:5 50:1 54:1 58:2 62:2 66:1 67:3 73:1 76:9 78:1 80:1 83:2 90:10 
ex55744|f 9:1 14:3 25:3 40:2 43:1 88:3 
ex55745|f 1:2 10:1 14:8 16:7 17:1 24:6 25:10 38:3 40:4 42:2 44:1 48:1 54:3 62:1 64:2 65:2 67:2 70:7 72:1 88:8 
ex55746|f 3:7 4:6 7:1 11:7 16:2 22:3 24:2 26:4 27:12 32:1 33:1 35:2 44:4 46:10 48:1 49:3 54:12 61:1 66:1 67:3 68:4 70:1 76:2 80:4 
ex55747|f 11:1 14:2 16:1 24:2 25:5 33:2 38:2 40:2 53:2 54:1 59:1 62:2 65:1 66:2 67:1 70:3 72:2 75:2 85:1 87:1 88:1 
ex55748|f 11:1 14:6 15:1 16:1 25:3 40:3 54:1 62:1 70:2 72:1 73:1 86:1 92:1 
ex55749|f 3:2 12:1 13:1 14:1 15:24 16:4 22:1 24:1 25:3 28:2 33:4 40:4 43:2 44:1 53:1 54:2 56:1 62:2 63:1 64:1 67:1 70:2 72:14 80:1 85:3 86:2 89:3 
ex55750|f 10:1 15:1 18:1 19:1 20:1 22:2 24:2 25:2 33:3 38:2 40:1 44:1 48:1 50:2 55:2 59:1 65:2 67:3 70:1 72:1 73:1 74:1 76:1 79:1 80:2 86:23 88:1 90:2 
ex55751|f 14:12 22:1 25:3 40:2 76:1 86:1 88:3 
ex55752|f 2:2 7:1 16:2 17:1 20:2 22:4 24:1 25:2 33:2 35:1 38:4 41:2 46:2 50:1 53:4 54:3 58:10 63:1 64:1 66:1 69:2 70:2 71:1 72:2 73:2 78:1 83:2 85:1 90:1 91:1 
ex55753|f 2:7 7:2 12:1 13:10 14:1 15:1 17:2 19:3 20:2 23:2 24:57 27:1 32:7 34:1 35:4 36:2 37:1 38:3 39:4 40:1 45:3 48:7 49:1 50:2 54:1 55:1 58:56 59:1 60:1 64:1 65:2 67:11 69:16 73:3 74:1 76:8 78:1 79:1 83:12 85:1 86:1 90:6 91:2 92:2 
ex55754|f 3:1 4:1 8:1 9:1 11:1 14:2 15:2 16:3 28:1 33:1 34:1 37:1 38:4 40:3 43:4 44:1 45:1 46:3 48:2 54:5 62:3 64:1 66:2 70:4 72:3 85:2 86:1 87:1 89:2 90:1 
ex55755|f 9:21 15:2 24:1 25:2 32:6 42:1 48:2 64:22 66:1 67:7 72:1 73:2 74:3 75:1 76:1 88:1 
ex55756|f 11:1 14:4 16:2 18:1 20:1 22:3 24:2 25:5 28:1 33:5 34:2 35:1 40:10 46:1 48:1 53:1 54:2 62:2 70:3 72:1 87:1 88:1 89:1 92:3 
ex55757|f 1:2 4:1 14:2 16:1 17:4 18:1 20:4 22:2 23:1 24:7 25:2 32:12 36:5 37:1 38:1 39:1 40:1 42:4 44:1 45:3 48:9 55:2 59:3 60:3 62:6 64:1 66:1 67:38 69:1 70:2 75:1 76:1 83:1 85:2 86:3 87:36 92:1 
ex55758|f 8:2 25:4 40:2 43:2 56:4 80:3 86:2 
ex55759|f 14:2 15:1 21:2 25:1 40:4 55:1 86:1 88:2 
ex55760|f 14:14 15:1 25:10 35:1 36:1 38:1 40:2 42:1 44:1 48:7 53:3 64:1 67:1 70:1 86:3 88:3 
ex55761|f 1:4 9:1 18:1 24:1 25:1 26:4 32:2 36:1 42:8 59:2 60:1 62:1 66:4 67:6 86:2 87:1 92:1 
ex55762|f 14:1 24:2 25:1 33:1 34:1 48:1 67:2 72:7 
ex55763|f 1:1 2:1 4:2 8:1 13:1 16:3 18:1 20:1 24:1 26:1 33:1 35:2 36:1 38:2 39:3 41:1 48:1 50:2 53:1 54:1 58:20 62:2 64:4 67:9 69:2 70:1 72:2 76:2 80:1 90:6 
ex55764|f 8:14 9:1 13:2 14:1 18:1 20:2 24:5 34:1 36:23 39:2 40:2 48:2 54:3 59:1 60:1 62:1 64:2 65:1 66:2 67:8 72:1 78:2 79:2 85:1 87:1 90:1 
ex55765|f 9:15 24:4 25:1 32:7 48:6 55:1 64:13 67:7 71:2 73:4 78:1 86:6 
ex55766|f 1:5 9:1 14:1 16:2 18:1 22:2 24:3 25:1 26:2 29:5 34:2 35:2 40:1 41:1 42:2 49:1 54:2 55:2 57:7 60:20 66:1 69:1 75:2 92:1 
ex55767|f 3:1 12:1 14:3 15:1 16:1 18:1 19:1 22:1 25:4 27:2 33:1 36:2 37:1 38:1 40:22 44:1 53:1 54:4 62:4 69:1 70:2 72:2 89:2 
ex55768|f 8:4 10:2 14:3 15:6 16:1 23:2 25:2 33:2 37:6 38:1 39:1 40:1 42:1 43:11 44:1 49:1 50:1 60:1 62:2 70:3 72:3 85:20 86:1 
ex55769|f 2:1 3:1 4:1 11:6 16:1 20:1 26:1 27:7 35:6 36:2 48:2 49:9 54:1 56:1 57:1 60:1 66:4 74:1 75:1 79:1 80:2 82:2 87:1 90:1 
ex55770|f 14:1 15:9 16:1 34:1 40:1 42:1 43:1 72:1 73:1 86:2 92:1 
ex55771|f 1:2 14:6 24:1 25:7 29:1 36:1 40:8 43:1 48:9 55:1 67:1 76:1 
ex55772|f 4:1 11:2 12:8 16:2 18:4 20:1 22:2 33:1 34:1 36:1 38:1 42:3 48:1 55:1 57:1 60:7 61:1 65:1 68:1 74:3 
ex55773|f 1:1 14:4 16:1 25:2 33:3 40:8 50:1 53:1 62:1 85:1 86:1 
ex55774|f 4:1 16:2 18:3 22:1 24:3 26:6 33:1 35:2 36:1 42:1 46:1 49:1 54:14 57:4 60:13 66:2 70:1 75:1 84:1 
ex55775|f 5:1 8:1 9:3 10:2 11:3 12:1 16:2 35:19 40:1 41:1 42:1 48:6 54:3 58:4 60:10 62:1 64:5 66:4 69:2 83:1 90:5 
ex55776|f 24:3 47:1 57:1 67:1 68:2 75:1 
ex55777|f 3:9 4:5 11:11 15:2 16:1 21:1 24:8 26:3 27:14 28:1 32:1 35:5 41:1 44:2 46:3 48:1 49:1 54:10 56:1 57:1 58:5 61:1 73:1 80:4 
ex55778|f 1:2 11:1 14:1 20:1 24:5 25:1 26:1 27:1 32:4 39:1 42:1 45:1 50:3 64:9 65:1 67:7 85:2 86:6 88:3 
ex55779|f 2:4 3:6 4:16 7:2 9:2 12:2 13:2 16:8 17:3 18:2 20:4 22:10 26:10 27:2 28:4 29:2 31:4 32:4 33:4 34:4 35:55 36:2 38:4 40:4 42:2 44:2 46:4 49:10 50:3 51:2 54:33 55:2 57:4 58:2 59:2 60:2 61:6 62:5 67:4 74:2 76:2 77:4 81:2 82:8 83:2 86:2 88:2 
ex55780|f 9:2 14:2 15:1 24:3 32:1 36:2 40:1 48:1 64:4 67:3 71:1 88:1 
ex55781|f 9:23 24:2 25:1 32:6 48:1 64:8 67:9 73:2 86:1 
ex55782|f 3:3 4:1 7:1 11:10 16:2 24:8 31:2 32:1 33:1 35:4 38:1 46:1 54:2 58:8 60:1 61:1 70:1 73:1 74:1 80:8 82:2 85:1 88:2 90:1 91:1 
ex55783|f 8:1 14:1 17:3 24:3 32:3 36:2 40:2 46:2 48:6 53:1 59:4 62:1 66:2 67:9 73:1 79:2 86:2 87:4 
ex55784|f 14:4 25:2 33:1 39:1 40:1 62:1 86:1 
ex55785|f 8:10 13:1 24:2 29:1 36:5 40:1 48:5 54:1 55:1 59:5 62:1 64:1 67:29 68:2 86:2 87:3 
ex55786|f 3:1 4:1 6:2 11:1 16:1 35:1 37:1 46:1 62:3 66:1 68:2 71:1 77:2 92:3 
ex55787|f 14:4 16:1 25:4 33:1 40:2 52:1 62:1 66:1 80:1 
ex55788|f 3:2 4:1 11:8 15:1 22:1 27:1 28:1 32:1 38:2 46:2 54:4 59:1 61:1 62:1 65:1 66:1 72:1 80:4 82:1 89:1 
ex55789|f 8:1 24:6 25:2 30:1 33:1 36:1 37:1 41:1 64:1 67:7 69:2 75:29 88:1 
ex55790|f 2:1 3:3 4:1 7:1 8:2 11:1 12:1 13:4 14:2 16:7 18:2 20:2 21:1 22:9 23:9 24:7 25:3 26:3 29:3 32:9 35:6 36:1 37:2 38:9 39:3 40:2 41:2 42:3 43:2 44:13 48:2 49:3 50:4 54:9 55:1 57:1 59:2 60:5 62:3 65:8 66:3 67:2 69:1 70:14 76:2 80:8 81:2 85:4 86:1 87:1 89:2 92:1 
ex55791|f 2:1 3:3 4:2 11:2 14:1 16:1 18:1 22:1 25:2 26:4 36:2 38:1 42:5 46:1 48:7 54:1 55:2 59:1 60:4 62:7 64:4 66:1 67:9 68:1 72:2 80:1 87:1 92:2 
ex55792|f 14:1 15:1 16:5 20:2 25:1 33:3 40:3 43:1 46:1 62:1 68:1 70:1 72:7 
ex55793|f 14:5 24:1 25:2 40:1 42:1 48:3 53:1 67:3 86:1 88:1 92:1 
ex55794|f 1:2 14:2 16:1 17:1 24:2 25:1 30:3 32:3 36:8 41:1 48:2 59:1 67:9 72:2 75:6 
ex55795|f 2:2 3:1 7:4 17:1 20:1 24:4 30:1 32:1 33:1 38:7 41:3 44:1 48:2 49:1 54:1 55:1 57:2 58:1 60:1 66:2 67:2 69:4 72:1 73:4 75:21 76:1 80:1 83:1 85:1 90:14 
ex55796|f 14:2 15:1 21:1 25:1 40:2 43:1 54:2 59:1 66:1 75:1 86:6 88:2 
ex55797|f 8:1 11:1 12:2 14:15 16:2 24:1 25:3 33:2 34:2 38:1 40:6 41:1 44:3 48:1 53:1 54:1 56:2 64:1 65:1 66:1 67:1 70:2 72:4 86:1 88:1 
ex55798|f 14:1 33:4 40:1 45:1 85:3 
ex55799|f 1:1 4:1 11:1 15:1 16:1 22:1 24:1 26:1 35:2 44:1 48:1 54:2 60:8 64:1 66:1 67:1 82:1 92:1 
ex55800|f 2:1 3:9 4:2 10:3 11:9 12:1 16:1 18:1 21:1 27:2 41:1 42:2 43:1 44:2 46:7 53:1 54:10 60:1 61:1 65:2 66:1 80:3 82:3 
ex55801|f 11:9 15:1 22:1 24:14 26:1 27:2 32:3 36:1 40:1 45:1 52:7 54:2 56:1 61:3 67:1 73:1 74:21 75:1 83:1 90:1 
ex55802|f 1:1 2:1 4:1 7:2 11:7 13:1 16:5 18:4 22:1 24:1 27:1 32:1 35:3 38:1 44:1 47:10 49:4 54:7 55:1 62:2 65:2 66:3 67:1 68:5 70:1 78:1 79:1 81:1 82:2 89:1 
ex55803|f 3:3 14:1 15:17 16:4 17:1 20:1 24:4 25:1 26:1 33:4 38:1 42:3 54:6 55:1 64:1 67:4 70:1 72:14 76:1 80:2 86:2 87:2 88:2 89:1 
ex55804|f 4:1 16:6 18:1 22:6 24:7 25:1 32:1 35:1 36:1 42:3 47:1 54:1 57:3 60:12 67:4 75:2 92:2 
ex55805|f 16:1 24:3 33:1 34:25 37:1 48:1 62:1 64:1 67:2 79:1 80:1 
ex55806|f 14:4 24:1 25:2 33:2 40:6 86:1 88:2 
ex55807|f 10:1 15:1 16:2 22:2 39:1 48:2 55:1 69:1 74:1 85:1 87:2 
ex55808|f 8:2 16:2 17:2 18:1 24:1 26:1 29:1 32:1 36:6 48:13 54:1 64:1 67:13 85:1 86:1 
ex55809|f 1:3 3:1 4:2 8:1 13:5 14:4 16:2 18:1 22:1 25:4 26:2 28:3 32:3 34:1 35:1 40:1 41:2 42:5 48:2 53:13 58:1 59:2 62:6 64:2 66:1 67:3 70:1 72:1 74:1 79:12 86:4 88:1 92:7 
ex55810|f 1:1 8:4 9:6 10:1 12:2 13:1 15:3 16:7 18:2 21:1 24:2 25:2 26:1 32:4 33:1 40:1 41:1 48:1 54:2 62:5 64:13 66:3 67:9 72:4 86:1 
ex55811|f 1:1 13:2 17:1 20:1 24:4 25:2 29:2 32:3 34:1 39:2 41:1 48:3 54:1 58:5 67:4 76:2 79:1 87:1 90:1 91:2 
ex55812|f 25:5 64:1 86:1 88:2 90:1 
ex55813|f 2:1 4:1 9:2 16:7 17:3 18:7 20:2 22:3 23:2 24:4 25:1 26:2 30:1 34:2 35:1 36:4 39:1 40:3 41:2 42:4 44:1 46:9 50:1 51:17 54:3 55:1 57:5 60:10 62:1 63:1 66:3 67:9 70:2 71:3 74:4 81:2 86:2 87:18 88:1 89:2 90:2 
ex55814|f 4:1 15:24 16:4 18:1 19:1 24:3 25:1 32:1 33:1 35:1 36:1 38:2 40:4 42:1 44:2 53:1 54:1 59:1 62:6 67:1 70:4 72:17 80:2 85:6 89:2 90:2 92:1 
ex55815|f 14:11 25:3 32:1 33:1 40:2 41:1 43:1 50:1 64:1 67:1 76:1 85:1 88:5 
ex55816|f 10:2 14:4 16:6 18:1 20:1 22:1 25:1 36:1 40:2 42:1 44:3 54:1 62:1 66:1 70:1 72:2 74:4 76:1 85:1 86:11 88:9 
ex55817|f 1:1 6:1 7:1 16:1 20:2 22:1 24:2 33:1 36:1 38:2 39:2 40:1 41:2 48:2 54:5 58:21 62:2 66:1 67:2 69:4 72:1 74:1 76:1 86:1 90:1 91:4 92:1 
ex55818|f 3:4 4:10 11:7 13:1 16:1 22:3 24:1 26:1 27:4 29:1 40:1 46:3 48:2 54:7 66:2 80:1 
ex55819|f 14:19 21:1 25:3 33:2 40:4 43:1 62:1 86:2 88:5 
ex55820|f 3:6 4:13 11:7 18:2 21:1 22:2 26:1 27:2 32:2 35:3 44:1 46:2 51:2 54:13 60:1 61:2 62:1 63:1 72:1 73:1 75:1 77:1 80:21 82:8 83:1 89:4 
ex55821|f 3:4 4:6 9:1 11:6 16:4 22:4 24:2 26:7 27:2 28:1 30:1 33:2 34:2 35:1 39:1 42:11 46:2 48:3 49:1 50:1 54:7 55:1 57:1 60:6 61:3 62:4 66:2 80:2 82:1 84:1 88:1 89:1 91:1 
ex55822|f 3:1 10:2 16:2 22:1 25:7 28:1 40:2 42:1 66:1 67:5 86:1 87:2 89:3 
ex55823|f 1:1 9:14 24:2 25:1 32:5 48:1 64:7 67:6 71:1 72:1 73:1 86:1 
ex55824|f 25:1 26:2 36:1 39:2 41:2 42:3 47:3 57:1 66:2 68:4 71:5 
ex55825|f 2:1 3:1 4:4 9:3 11:1 13:1 14:1 15:1 16:6 18:2 20:2 22:4 24:3 26:1 32:4 33:2 35:1 37:1 38:3 40:2 42:1 47:3 48:2 49:1 52:1 53:1 54:4 55:1 60:1 62:8 63:6 64:5 66:23 67:6 69:1 70:3 71:1 72:4 73:1 74:2 75:1 76:1 78:1 80:4 83:1 85:2 87:7 88:2 89:8 92:1 
ex55826|f 16:2 21:1 25:1 40:3 43:1 62:1 66:1 70:2 72:1 85:1 86:2 
ex55827|f 3:4 4:19 11:7 15:1 16:3 18:2 21:3 24:2 26:8 27:10 28:1 31:2 32:2 35:1 38:2 42:4 44:3 46:6 48:1 52:2 54:11 60:1 61:3 64:1 65:1 80:2 82:3 89:1 92:1 
ex55828|f 8:1 14:6 24:2 25:1 40:2 88:1 
ex55829|f 14:6 16:8 22:5 25:2 33:2 40:13 42:1 43:2 44:2 48:2 54:4 62:5 64:3 65:1 70:2 86:2 88:3 92:1 
ex55830|f 15:5 24:1 40:1 64:1 72:3 85:1 88:1 
ex55831|f 8:2 16:1 18:2 24:9 30:1 36:2 39:1 48:1 50:2 60:1 67:6 68:14 80:1 88:1 
ex55832|f 4:1 9:1 14:10 15:1 16:2 25:4 33:2 38:1 40:4 43:9 56:8 62:2 63:4 64:2 79:2 80:2 86:2 88:3 89:8 90:1 92:2 
ex55833|f 8:1 14:4 15:1 16:2 22:2 24:1 25:7 26:1 33:1 34:1 40:4 48:3 53:1 64:1 67:4 70:1 86:2 88:1 
ex55834|f 3:2 4:4 9:4 11:1 14:1 15:1 16:8 18:3 20:1 22:2 24:5 25:1 26:1 28:1 35:1 37:1 38:5 40:6 42:1 44:1 46:1 48:5 49:1 50:1 52:1 54:6 55:1 60:1 62:10 63:6 64:10 66:14 67:5 69:1 70:5 72:2 74:1 75:2 80:5 83:1 85:1 86:2 87:4 88:2 89:8 
ex55835|f 8:2 9:1 11:1 16:3 21:2 24:5 33:1 34:4 39:1 41:1 43:2 48:5 62:2 67:5 70:1 72:1 76:1 83:1 86:1 87:1 
ex55836|f 11:1 14:4 15:1 16:4 18:1 25:7 33:1 40:4 43:1 46:1 48:42 60:1 62:2 67:28 72:1 86:4 89:1 
ex55837|f 1:1 2:16 3:2 4:3 8:2 9:4 10:1 11:9 12:2 13:12 16:2 18:4 19:52 24:34 30:1 32:8 35:5 37:2 38:7 41:2 42:1 44:1 48:2 52:1 54:7 55:7 56:1 57:1 58:8 60:1 63:2 65:1 66:1 67:13 69:31 70:4 72:1 73:3 74:2 75:9 76:5 77:2 79:2 80:1 83:2 86:2 90:49 92:1 
